epoch,training_cost,validation_cost,lr_per_epoch
1,1.1893209774288342,1.085241924313938,0.0008799269593971269
2,1.0940260580546564,0.9192724578520831,0.0008799269593971269
3,0.8117591884496401,0.7162858107510734,0.0008799269593971269
4,0.7079889645679391,0.6541607756825054,0.0008799269593971269
5,0.6479515344333305,0.6217191385872224,0.0008799269593971269
6,0.6120836429780335,0.6114421837470111,0.0008799269593971269
7,0.5884525200767483,0.6026318993638543,0.0008799269593971269
8,0.5723267627223362,0.5992284697644851,0.0008799269593971269
9,0.5589077706120426,0.5955641813137952,0.0008799269593971269
10,0.5471130660433563,0.5886297085705925,0.0008799269593971269
11,0.5380554614092806,0.5781606646145091,0.0008799269593971269
12,0.5303851841486615,0.56527078852934,0.0008799269593971269
13,0.5222650188014661,0.5522904133095461,0.0008799269593971269
14,0.5135713691870085,0.5327510728555567,0.0008799269593971269
15,0.5026963059957936,0.5185120561543632,0.0008799269593971269
16,0.49155417845832355,0.5058467142722186,0.0008799269593971269
17,0.482440537042755,0.5014886084724876,0.0008799269593971269
18,0.4753948082919601,0.495470536105773,0.0008799269593971269
19,0.4701299145281744,0.49336983351146474,0.0008799269593971269
20,0.46483022285451137,0.48979949600556316,0.0008799269593971269
21,0.46178474293338306,0.4877772261114681,0.0008799269593971269
22,0.45660007493101434,0.4842661776963402,0.0008799269593971269
23,0.4553486125932323,0.48373239531236534,0.0008799269593971269
24,0.4514333355984242,0.4800797508043401,0.0008799269593971269
25,0.4494049567863238,0.4796143840341007,0.0008799269593971269
26,0.4479283618626835,0.47735418291652904,0.0008799269593971269
27,0.4457917746236856,0.47790296463405385,0.0008799269593971269
28,0.4445696269436706,0.474465936422348,0.0008799269593971269
29,0.44281738385450925,0.4746554073165445,0.0008799269593971269
30,0.4420343955858148,0.4711087626569411,0.0008799269593971269
31,0.4406153819115042,0.4718594778986538,0.0008799269593971269
32,0.43991383352725627,0.46749666508506327,0.0008799269593971269
33,0.43870949241326007,0.4692920586642097,0.0008799269593971269
34,0.43784956912771406,0.4644562005996704,0.0008799269593971269
35,0.4370025231255044,0.4669564401402193,0.0008799269593971269
36,0.43597964615487367,0.46155159087742076,0.0008799269593971269
37,0.435521156238995,0.46499038093230305,0.0008799269593971269
38,0.4342449287073218,0.45924625501913185,0.0008799269593971269
39,0.43417043533685395,0.46320664181428794,0.0008799269593971269
40,0.432890757757554,0.4572030831785763,0.0008799269593971269
41,0.4329987444358764,0.46172790316974416,0.0008799269593971269
42,0.4316488228363099,0.4557203948497772,0.0008799269593971269
43,0.43184581222079643,0.4604920446872711,0.0008799269593971269
44,0.4305401139443727,0.45465229013386893,0.0008799269593971269
45,0.4307653273609902,0.4593752236927257,0.0008799269593971269
46,0.4294987585690382,0.4536934372256784,0.0008799269593971269
47,0.4297487976686131,0.4580348642433391,0.0008799269593971269
48,0.42851118947104583,0.45254119529443626,0.0008799269593971269
49,0.42876753020736813,0.4569244104273179,0.0008799269593971269
50,0.42763861853012936,0.4515740766244776,0.0008799269593971269
51,0.4278607858921126,0.4560144000193652,0.0008799269593971269
52,0.4268484619452799,0.45091719136518593,0.0008799269593971269
53,0.42703802832703797,0.45531607375425454,0.0008799269593971269
54,0.4260386740453809,0.4504457414150238,0.0008799269593971269
55,0.4262031850358136,0.45481626251164603,0.0008799269593971269
56,0.42526137137370146,0.4501066926647635,0.0008799269593971269
57,0.4253932931493941,0.4544479531400344,0.0008799269593971269
58,0.4245142886589328,0.4498833119869232,0.0008799269593971269
59,0.4246063291919317,0.45425185561180115,0.0008799269593971269
60,0.42375969792977514,0.44979255514986377,0.0008799269593971269
61,0.42377847079321634,0.45418741773156557,0.0008799269593971269
62,0.4229990435536388,0.4497818403384265,0.0008799269593971269
63,0.42292493217283017,0.4542108879369848,0.0008799269593971269
64,0.422236584609361,0.44989028222420635,0.0008799269593971269
65,0.4264853177525157,0.42377038037075715,8.79926959397127e-05
66,0.4155385747498317,0.41408537415897145,8.79926959397127e-05
67,0.412877991098723,0.41142555983627543,8.79926959397127e-05
68,0.4119013389237493,0.41041574057410746,8.79926959397127e-05
69,0.41132351013717894,0.40977726087850685,8.79926959397127e-05
70,0.4108890198010335,0.4092574198456371,8.79926959397127e-05
71,0.4105327559246434,0.408790887278669,8.79926959397127e-05
72,0.4102291111305034,0.4083574449314791,8.79926959397127e-05
73,0.40996326045166676,0.4079550232957391,8.79926959397127e-05
74,0.40972925698478446,0.40758467772427726,8.79926959397127e-05
75,0.40952163757823357,0.4072433192940319,8.79926959397127e-05
76,0.4093334705923959,0.406954503234695,8.79926959397127e-05
77,0.409168216339547,0.40668460639084086,8.79926959397127e-05
78,0.40901559379568203,0.40643705778262196,8.79926959397127e-05
79,0.4088731825941329,0.406212923281333,8.79926959397127e-05
80,0.40873955895038816,0.4060112509657355,8.79926959397127e-05
81,0.4086135890093639,0.40583039469578686,8.79926959397127e-05
82,0.40849443490235066,0.4056684988386491,8.79926959397127e-05
83,0.4083814136415934,0.40552332471398744,8.79926959397127e-05
84,0.40827402587738826,0.40539297023240256,8.79926959397127e-05
85,0.40817175304396547,0.40527595491970286,8.79926959397127e-05
86,0.40807420066256317,0.40517135402735543,8.79926959397127e-05
87,0.4079811000834695,0.4050782901399276,8.79926959397127e-05
88,0.4078921655849587,0.4049958183484919,8.79926959397127e-05
89,0.4078072158606361,0.4049231900888331,8.79926959397127e-05
90,0.40772596234790714,0.40485960245132446,8.79926959397127e-05
91,0.40764812288953245,0.4048041227985831,8.79926959397127e-05
92,0.40757538729327186,0.40476548408760743,8.79926959397127e-05
93,0.40750464378929824,0.4047343152410844,8.79926959397127e-05
94,0.40743539653879274,0.40470437705516815,8.79926959397127e-05
95,0.4073675618969279,0.404673984822105,8.79926959397127e-05
96,0.40730102397769474,0.4046424329280853,8.79926959397127e-05
97,0.40723572499889266,0.4046093172886792,8.79926959397127e-05
98,0.4071715009405459,0.4045741558074951,8.79926959397127e-05
99,0.4071082577055736,0.4045377049375983,8.79926959397127e-05
100,0.40704588594732527,0.40450037139303546,8.79926959397127e-05
